Experiment ,Time,Model,Total forcing response,Temperature response 
CO2 emissions impulse,2294,MAGICC 5.3,0.01712,0.01232
CO2 emissions impulse,2295,MAGICC 5.3,0.0171,0.01231
CO2 emissions impulse,2296,MAGICC 5.3,0.01709,0.01231
CO2 emissions impulse,2297,MAGICC 5.3,0.01708,0.0123
CO2 emissions impulse,2298,MAGICC 5.3,0.01706,0.01229
CO2 emissions impulse,2299,MAGICC 5.3,0.01704,0.01229
CO2 emissions impulse,2300,MAGICC 5.3,0.01703,0.01227
CO2 emissions impulse,2005,FAIR,NA,0
CO2 emissions impulse,2006,FAIR,NA,0
CO2 emissions impulse,2007,FAIR,NA,0
CO2 emissions impulse,2008,FAIR,NA,0
CO2 emissions impulse,2009,FAIR,NA,0
CO2 emissions impulse,2010,FAIR,NA,0
CO2 emissions impulse,2011,FAIR,NA,0
CO2 emissions impulse,2012,FAIR,NA,0
CO2 emissions impulse,2013,FAIR,NA,0
CO2 emissions impulse,2014,FAIR,NA,0
CO2 emissions impulse,2015,FAIR,NA,0
CO2 emissions impulse,2016,FAIR,NA,0.00612
CO2 emissions impulse,2017,FAIR,NA,0.00974
CO2 emissions impulse,2018,FAIR,NA,0.0121
CO2 emissions impulse,2019,FAIR,NA,0.0137
CO2 emissions impulse,2020,FAIR,NA,0.0148
CO2 emissions impulse,2021,FAIR,NA,0.0154
CO2 emissions impulse,2022,FAIR,NA,0.0158
CO2 emissions impulse,2023,FAIR,NA,0.0159
CO2 emissions impulse,2024,FAIR,NA,0.016
CO2 emissions impulse,2025,FAIR,NA,0.0159
CO2 emissions impulse,2026,FAIR,NA,0.0158
CO2 emissions impulse,2027,FAIR,NA,0.0157
CO2 emissions impulse,2028,FAIR,NA,0.0155
CO2 emissions impulse,2029,FAIR,NA,0.0153
CO2 emissions impulse,2030,FAIR,NA,0.0151
CO2 emissions impulse,2031,FAIR,NA,0.015
CO2 emissions impulse,2032,FAIR,NA,0.0148
CO2 emissions impulse,2033,FAIR,NA,0.0147
CO2 emissions impulse,2034,FAIR,NA,0.0145
CO2 emissions impulse,2035,FAIR,NA,0.0144
CO2 emissions impulse,2036,FAIR,NA,0.0143
CO2 emissions impulse,2037,FAIR,NA,0.0141
CO2 emissions impulse,2038,FAIR,NA,0.014
CO2 emissions impulse,2039,FAIR,NA,0.0139
CO2 emissions impulse,2040,FAIR,NA,0.0138
CO2 emissions impulse,2041,FAIR,NA,0.0137
CO2 emissions impulse,2042,FAIR,NA,0.0137
CO2 emissions impulse,2043,FAIR,NA,0.0136
CO2 emissions impulse,2044,FAIR,NA,0.0135
CO2 emissions impulse,2045,FAIR,NA,0.0134
CO2 emissions impulse,2046,FAIR,NA,0.0134
CO2 emissions impulse,2047,FAIR,NA,0.0133
CO2 emissions impulse,2048,FAIR,NA,0.0132
CO2 emissions impulse,2049,FAIR,NA,0.0132
CO2 emissions impulse,2050,FAIR,NA,0.0131
CO2 emissions impulse,2051,FAIR,NA,0.0131
CO2 emissions impulse,2052,FAIR,NA,0.013
CO2 emissions impulse,2053,FAIR,NA,0.0129
CO2 emissions impulse,2054,FAIR,NA,0.0129
CO2 emissions impulse,2055,FAIR,NA,0.0128
CO2 emissions impulse,2056,FAIR,NA,0.0128
CO2 emissions impulse,2057,FAIR,NA,0.0128
CO2 emissions impulse,2058,FAIR,NA,0.0127
CO2 emissions impulse,2059,FAIR,NA,0.0127
CO2 emissions impulse,2060,FAIR,NA,0.0126
CO2 emissions impulse,2061,FAIR,NA,0.0126
CO2 emissions impulse,2062,FAIR,NA,0.0125
CO2 emissions impulse,2063,FAIR,NA,0.0125
CO2 emissions impulse,2064,FAIR,NA,0.0125
CO2 emissions impulse,2065,FAIR,NA,0.0124
CO2 emissions impulse,2066,FAIR,NA,0.0124
CO2 emissions impulse,2067,FAIR,NA,0.0124
CO2 emissions impulse,2068,FAIR,NA,0.0123
CO2 emissions impulse,2069,FAIR,NA,0.0123
CO2 emissions impulse,2070,FAIR,NA,0.0123
CO2 emissions impulse,2071,FAIR,NA,0.0122
CO2 emissions impulse,2072,FAIR,NA,0.0122
CO2 emissions impulse,2073,FAIR,NA,0.0122
CO2 emissions impulse,2074,FAIR,NA,0.0121
CO2 emissions impulse,2075,FAIR,NA,0.0121
CO2 emissions impulse,2076,FAIR,NA,0.0121
CO2 emissions impulse,2077,FAIR,NA,0.0121
CO2 emissions impulse,2078,FAIR,NA,0.012
CO2 emissions impulse,2079,FAIR,NA,0.012
CO2 emissions impulse,2080,FAIR,NA,0.012
CO2 emissions impulse,2081,FAIR,NA,0.012
CO2 emissions impulse,2082,FAIR,NA,0.0119
CO2 emissions impulse,2083,FAIR,NA,0.0119
CO2 emissions impulse,2084,FAIR,NA,0.0119
CO2 emissions impulse,2085,FAIR,NA,0.0119
CO2 emissions impulse,2086,FAIR,NA,0.0119
CO2 emissions impulse,2087,FAIR,NA,0.0118
CO2 emissions impulse,2088,FAIR,NA,0.0118
CO2 emissions impulse,2089,FAIR,NA,0.0118
CO2 emissions impulse,2090,FAIR,NA,0.0118
CO2 emissions impulse,2091,FAIR,NA,0.0118
CO2 emissions impulse,2092,FAIR,NA,0.0118
CO2 emissions impulse,2093,FAIR,NA,0.0117
CO2 emissions impulse,2094,FAIR,NA,0.0117
CO2 emissions impulse,2095,FAIR,NA,0.0117
CO2 emissions impulse,2096,FAIR,NA,0.0117
CO2 emissions impulse,2097,FAIR,NA,0.0117
CO2 emissions impulse,2098,FAIR,NA,0.0117
CO2 emissions impulse,2099,FAIR,NA,0.0117
CO2 emissions impulse,2100,FAIR,NA,0.0116
CO2 emissions impulse,2101,FAIR,NA,0.0116
CO2 emissions impulse,2102,FAIR,NA,0.0116
CO2 emissions impulse,2103,FAIR,NA,0.0116
CO2 emissions impulse,2104,FAIR,NA,0.0116
CO2 emissions impulse,2105,FAIR,NA,0.0116
CO2 emissions impulse,2106,FAIR,NA,0.0116
CO2 emissions impulse,2107,FAIR,NA,0.0116
CO2 emissions impulse,2108,FAIR,NA,0.0116
CO2 emissions impulse,2109,FAIR,NA,0.0116
CO2 emissions impulse,2110,FAIR,NA,0.0115
CO2 emissions impulse,2111,FAIR,NA,0.0115
CO2 emissions impulse,2112,FAIR,NA,0.0115
CO2 emissions impulse,2113,FAIR,NA,0.0115
CO2 emissions impulse,2114,FAIR,NA,0.0115
CO2 emissions impulse,2115,FAIR,NA,0.0115
CO2 emissions impulse,2116,FAIR,NA,0.0115
CO2 emissions impulse,2117,FAIR,NA,0.0115
CO2 emissions impulse,2118,FAIR,NA,0.0115
CO2 emissions impulse,2119,FAIR,NA,0.0115
CO2 emissions impulse,2120,FAIR,NA,0.0115
CO2 emissions impulse,2121,FAIR,NA,0.0115
CO2 emissions impulse,2122,FAIR,NA,0.0115
CO2 emissions impulse,2123,FAIR,NA,0.0115
CO2 emissions impulse,2124,FAIR,NA,0.0115
CO2 emissions impulse,2125,FAIR,NA,0.0115
CO2 emissions impulse,2126,FAIR,NA,0.0115
CO2 emissions impulse,2127,FAIR,NA,0.0115
CO2 emissions impulse,2128,FAIR,NA,0.0115
CO2 emissions impulse,2129,FAIR,NA,0.0115
CO2 emissions impulse,2130,FAIR,NA,0.0115
CO2 emissions impulse,2131,FAIR,NA,0.0115
CO2 emissions impulse,2132,FAIR,NA,0.0115
CO2 emissions impulse,2133,FAIR,NA,0.0114
CO2 emissions impulse,2134,FAIR,NA,0.0114
CO2 emissions impulse,2135,FAIR,NA,0.0114
CO2 emissions impulse,2136,FAIR,NA,0.0114
CO2 emissions impulse,2137,FAIR,NA,0.0114
CO2 emissions impulse,2138,FAIR,NA,0.0114
CO2 emissions impulse,2139,FAIR,NA,0.0114
CO2 emissions impulse,2140,FAIR,NA,0.0114
CO2 emissions impulse,2141,FAIR,NA,0.0114
CO2 emissions impulse,2142,FAIR,NA,0.0114
CO2 emissions impulse,2143,FAIR,NA,0.0114
CO2 emissions impulse,2144,FAIR,NA,0.0114
CO2 emissions impulse,2145,FAIR,NA,0.0114
CO2 emissions impulse,2146,FAIR,NA,0.0114
CO2 emissions impulse,2147,FAIR,NA,0.0114
CO2 emissions impulse,2148,FAIR,NA,0.0114
CO2 emissions impulse,2149,FAIR,NA,0.0114
CO2 emissions impulse,2150,FAIR,NA,0.0115
CO2 emissions impulse,2151,FAIR,NA,0.0115
CO2 emissions impulse,2152,FAIR,NA,0.0115
CO2 emissions impulse,2153,FAIR,NA,0.0115
CO2 emissions impulse,2154,FAIR,NA,0.0115
CO2 emissions impulse,2155,FAIR,NA,0.0115
CO2 emissions impulse,2156,FAIR,NA,0.0115
CO2 emissions impulse,2157,FAIR,NA,0.0115
CO2 emissions impulse,2158,FAIR,NA,0.0115
CO2 emissions impulse,2159,FAIR,NA,0.0115
CO2 emissions impulse,2160,FAIR,NA,0.0115
CO2 emissions impulse,2161,FAIR,NA,0.0115
CO2 emissions impulse,2162,FAIR,NA,0.0115
CO2 emissions impulse,2163,FAIR,NA,0.0115
CO2 emissions impulse,2164,FAIR,NA,0.0115
CO2 emissions impulse,2165,FAIR,NA,0.0115
CO2 emissions impulse,2166,FAIR,NA,0.0115
CO2 emissions impulse,2167,FAIR,NA,0.0115
CO2 emissions impulse,2168,FAIR,NA,0.0115
CO2 emissions impulse,2169,FAIR,NA,0.0115
CO2 emissions impulse,2170,FAIR,NA,0.0115
CO2 emissions impulse,2171,FAIR,NA,0.0115
CO2 emissions impulse,2172,FAIR,NA,0.0115
CO2 emissions impulse,2173,FAIR,NA,0.0115
CO2 emissions impulse,2174,FAIR,NA,0.0115
CO2 emissions impulse,2175,FAIR,NA,0.0115
CO2 emissions impulse,2176,FAIR,NA,0.0115
CO2 emissions impulse,2177,FAIR,NA,0.0115
CO2 emissions impulse,2178,FAIR,NA,0.0115
CO2 emissions impulse,2179,FAIR,NA,0.0115
CO2 emissions impulse,2180,FAIR,NA,0.0115
CO2 emissions impulse,2181,FAIR,NA,0.0115
CO2 emissions impulse,2182,FAIR,NA,0.0116
CO2 emissions impulse,2183,FAIR,NA,0.0116
CO2 emissions impulse,2184,FAIR,NA,0.0116
CO2 emissions impulse,2185,FAIR,NA,0.0116
CO2 emissions impulse,2186,FAIR,NA,0.0116
CO2 emissions impulse,2187,FAIR,NA,0.0116
CO2 emissions impulse,2188,FAIR,NA,0.0116
CO2 emissions impulse,2189,FAIR,NA,0.0116
CO2 emissions impulse,2190,FAIR,NA,0.0116
CO2 emissions impulse,2191,FAIR,NA,0.0116
CO2 emissions impulse,2192,FAIR,NA,0.0116
CO2 emissions impulse,2193,FAIR,NA,0.0116
CO2 emissions impulse,2194,FAIR,NA,0.0116
CO2 emissions impulse,2195,FAIR,NA,0.0116
CO2 emissions impulse,2196,FAIR,NA,0.0116
CO2 emissions impulse,2197,FAIR,NA,0.0116
CO2 emissions impulse,2198,FAIR,NA,0.0116
CO2 emissions impulse,2199,FAIR,NA,0.0116
CO2 emissions impulse,2200,FAIR,NA,0.0116
CO2 emissions impulse,2201,FAIR,NA,0.0116
CO2 emissions impulse,2202,FAIR,NA,0.0116
CO2 emissions impulse,2203,FAIR,NA,0.0117
CO2 emissions impulse,2204,FAIR,NA,0.0117
CO2 emissions impulse,2205,FAIR,NA,0.0117
CO2 emissions impulse,2206,FAIR,NA,0.0117
CO2 emissions impulse,2207,FAIR,NA,0.0117
CO2 emissions impulse,2208,FAIR,NA,0.0117
CO2 emissions impulse,2209,FAIR,NA,0.0117
CO2 emissions impulse,2210,FAIR,NA,0.0117
CO2 emissions impulse,2211,FAIR,NA,0.0117
CO2 emissions impulse,2212,FAIR,NA,0.0117
CO2 emissions impulse,2213,FAIR,NA,0.0117
CO2 emissions impulse,2214,FAIR,NA,0.0117
CO2 emissions impulse,2215,FAIR,NA,0.0117
CO2 emissions impulse,2216,FAIR,NA,0.0117
CO2 emissions impulse,2217,FAIR,NA,0.0117
CO2 emissions impulse,2218,FAIR,NA,0.0117
CO2 emissions impulse,2219,FAIR,NA,0.0117
CO2 emissions impulse,2220,FAIR,NA,0.0117
CO2 emissions impulse,2221,FAIR,NA,0.0117
CO2 emissions impulse,2222,FAIR,NA,0.0118
CO2 emissions impulse,2223,FAIR,NA,0.0118
CO2 emissions impulse,2224,FAIR,NA,0.0118
CO2 emissions impulse,2225,FAIR,NA,0.0118
CO2 emissions impulse,2226,FAIR,NA,0.0118
CO2 emissions impulse,2227,FAIR,NA,0.0118
CO2 emissions impulse,2228,FAIR,NA,0.0118
CO2 emissions impulse,2229,FAIR,NA,0.0118
CO2 emissions impulse,2230,FAIR,NA,0.0118
CO2 emissions impulse,2231,FAIR,NA,0.0118
CO2 emissions impulse,2232,FAIR,NA,0.0118
CO2 emissions impulse,2233,FAIR,NA,0.0118
CO2 emissions impulse,2234,FAIR,NA,0.0118
CO2 emissions impulse,2235,FAIR,NA,0.0118
CO2 emissions impulse,2236,FAIR,NA,0.0118
CO2 emissions impulse,2237,FAIR,NA,0.0118
CO2 emissions impulse,2238,FAIR,NA,0.0118
CO2 emissions impulse,2239,FAIR,NA,0.0118
CO2 emissions impulse,2240,FAIR,NA,0.0119
CO2 emissions impulse,2241,FAIR,NA,0.0119
CO2 emissions impulse,2242,FAIR,NA,0.0119
CO2 emissions impulse,2243,FAIR,NA,0.0119
CO2 emissions impulse,2244,FAIR,NA,0.0119
CO2 emissions impulse,2245,FAIR,NA,0.0119
CO2 emissions impulse,2246,FAIR,NA,0.0119
CO2 emissions impulse,2247,FAIR,NA,0.0119
CO2 emissions impulse,2248,FAIR,NA,0.0119
CO2 emissions impulse,2249,FAIR,NA,0.0119
CO2 emissions impulse,2250,FAIR,NA,0.0119
CO2 emissions impulse,2251,FAIR,NA,0.0119
CO2 emissions impulse,2252,FAIR,NA,0.0119
CO2 emissions impulse,2253,FAIR,NA,0.0119
CO2 emissions impulse,2254,FAIR,NA,0.0119
CO2 emissions impulse,2255,FAIR,NA,0.0119
CO2 emissions impulse,2256,FAIR,NA,0.0119
CO2 emissions impulse,2257,FAIR,NA,0.0119
CO2 emissions impulse,2258,FAIR,NA,0.012
CO2 emissions impulse,2259,FAIR,NA,0.012
CO2 emissions impulse,2260,FAIR,NA,0.012
CO2 emissions impulse,2261,FAIR,NA,0.012
CO2 emissions impulse,2262,FAIR,NA,0.012
CO2 emissions impulse,2263,FAIR,NA,0.012
CO2 emissions impulse,2264,FAIR,NA,0.012
CO2 emissions impulse,2265,FAIR,NA,0.012
CO2 emissions impulse,2266,FAIR,NA,0.012
CO2 emissions impulse,2267,FAIR,NA,0.012
CO2 emissions impulse,2268,FAIR,NA,0.012
CO2 emissions impulse,2269,FAIR,NA,0.012
CO2 emissions impulse,2270,FAIR,NA,0.012
CO2 emissions impulse,2271,FAIR,NA,0.012
CO2 emissions impulse,2272,FAIR,NA,0.012
CO2 emissions impulse,2273,FAIR,NA,0.012
CO2 emissions impulse,2274,FAIR,NA,0.012
CO2 emissions impulse,2275,FAIR,NA,0.012
CO2 emissions impulse,2276,FAIR,NA,0.012
CO2 emissions impulse,2277,FAIR,NA,0.0121
CO2 emissions impulse,2278,FAIR,NA,0.0121
CO2 emissions impulse,2279,FAIR,NA,0.0121
CO2 emissions impulse,2280,FAIR,NA,0.0121
CO2 emissions impulse,2281,FAIR,NA,0.0121
CO2 emissions impulse,2282,FAIR,NA,0.0121
CO2 emissions impulse,2283,FAIR,NA,0.0121
CO2 emissions impulse,2284,FAIR,NA,0.0121
CO2 emissions impulse,2285,FAIR,NA,0.0121
CO2 emissions impulse,2286,FAIR,NA,0.0121
CO2 emissions impulse,2287,FAIR,NA,0.0121
CO2 emissions impulse,2288,FAIR,NA,0.0121
CO2 emissions impulse,2289,FAIR,NA,0.0121
CO2 emissions impulse,2290,FAIR,NA,0.0121
CO2 emissions impulse,2291,FAIR,NA,0.0121
CO2 emissions impulse,2292,FAIR,NA,0.0121
CO2 emissions impulse,2293,FAIR,NA,0.0121
CO2 emissions impulse,2294,FAIR,NA,0.0121
CO2 emissions impulse,2295,FAIR,NA,0.0121
CO2 emissions impulse,2296,FAIR,NA,0.0122
CO2 emissions impulse,2297,FAIR,NA,0.0122
CO2 emissions impulse,2298,FAIR,NA,0.0122
CO2 emissions impulse,2299,FAIR,NA,0.0122
CO2 emissions impulse,2300,FAIR,NA,0.0122
CO2 emissions impulse,2301,FAIR,NA,0.0122
CO2 emissions impulse,2302,FAIR,NA,0.0122
CO2 emissions impulse,2303,FAIR,NA,0.0122
CO2 emissions impulse,2304,FAIR,NA,0.0122
CO2 emissions impulse,2015,AR5-IR,0,0
CO2 emissions impulse,2016,AR5-IR,0.059458618,0.004528765
CO2 emissions impulse,2017,AR5-IR,0.055565574,0.008259565
CO2 emissions impulse,2018,AR5-IR,0.052391005,0.011336219
CO2 emissions impulse,2019,AR5-IR,0.049788179,0.013875312
CO2 emissions impulse,2020,AR5-IR,0.047640724,0.015971547
CO2 emissions impulse,2021,AR5-IR,0.045856336,0.01770202
CO2 emissions impulse,2022,AR5-IR,0.044361792,0.01912964
CO2 emissions impulse,2023,AR5-IR,0.043098996,0.020305865
CO2 emissions impulse,2024,AR5-IR,0.042021843,0.021272893
CO2 emissions impulse,2025,AR5-IR,0.041093733,0.022065419
CO2 emissions impulse,2026,AR5-IR,0.040285606,0.022712048
CO2 emissions impulse,2027,AR5-IR,0.039574377,0.023236432
CO2 emissions impulse,2028,AR5-IR,0.038941697,0.02365818
CO2 emissions impulse,2029,AR5-IR,0.038372977,0.0239936
CO2 emissions impulse,2030,AR5-IR,0.037856607,0.024256292
CO2 emissions impulse,2031,AR5-IR,0.037383339,0.024457632
CO2 emissions impulse,2032,AR5-IR,0.0369458,0.024607163
CO2 emissions impulse,2033,AR5-IR,0.036538104,0.024712911
CO2 emissions impulse,2034,AR5-IR,0.036155544,0.02478165
CO2 emissions impulse,2035,AR5-IR,0.03579435,0.024819105
CO2 emissions impulse,2036,AR5-IR,0.035451495,0.024830134
CO2 emissions impulse,2037,AR5-IR,0.035124542,0.024818865
CO2 emissions impulse,2038,AR5-IR,0.034811522,0.024788815
CO2 emissions impulse,2039,AR5-IR,0.03451084,0.024742986
CO2 emissions impulse,2040,AR5-IR,0.034221197,0.024683946
CO2 emissions impulse,2041,AR5-IR,0.033941529,0.024613896
CO2 emissions impulse,2042,AR5-IR,0.03367096,0.024534723
CO2 emissions impulse,2043,AR5-IR,0.033408765,0.024448048
CO2 emissions impulse,2044,AR5-IR,0.033154338,0.024355267
CO2 emissions impulse,2045,AR5-IR,0.032907166,0.024257579
CO2 emissions impulse,2046,AR5-IR,0.032666818,0.024156018
CO2 emissions impulse,2047,AR5-IR,0.032432919,0.024051474
CO2 emissions impulse,2048,AR5-IR,0.032205147,0.023944713
CO2 emissions impulse,2049,AR5-IR,0.031983218,0.023836395
CO2 emissions impulse,2050,AR5-IR,0.031766882,0.023727086
CO2 emissions impulse,2051,AR5-IR,0.031555916,0.023617273
CO2 emissions impulse,2052,AR5-IR,0.031350115,0.023507374
CO2 emissions impulse,2053,AR5-IR,0.031149296,0.023397748
CO2 emissions impulse,2054,AR5-IR,0.030953288,0.023288698
CO2 emissions impulse,2055,AR5-IR,0.030761933,0.023180483
CO2 emissions impulse,2056,AR5-IR,0.030575086,0.023073325
CO2 emissions impulse,2057,AR5-IR,0.030392606,0.022967407
CO2 emissions impulse,2058,AR5-IR,0.030214364,0.022862885
CO2 emissions impulse,2059,AR5-IR,0.030040234,0.022759887
CO2 emissions impulse,2060,AR5-IR,0.029870099,0.02265852
CO2 emissions impulse,2061,AR5-IR,0.029703846,0.022558867
CO2 emissions impulse,2062,AR5-IR,0.029541365,0.022460999
CO2 emissions impulse,2063,AR5-IR,0.029382552,0.022364968
CO2 emissions impulse,2064,AR5-IR,0.029227306,0.022270815
CO2 emissions impulse,2065,AR5-IR,0.029075529,0.022178567
CO2 emissions impulse,2066,AR5-IR,0.028927129,0.022088244
CO2 emissions impulse,2067,AR5-IR,0.028782013,0.021999855
CO2 emissions impulse,2068,AR5-IR,0.028640093,0.021913404
CO2 emissions impulse,2069,AR5-IR,0.028501284,0.021828886
CO2 emissions impulse,2070,AR5-IR,0.028365503,0.021746293
CO2 emissions impulse,2071,AR5-IR,0.028232668,0.02166561
CO2 emissions impulse,2072,AR5-IR,0.028102702,0.021586819
CO2 emissions impulse,2073,AR5-IR,0.027975529,0.0215099
CO2 emissions impulse,2074,AR5-IR,0.027851075,0.021434828
CO2 emissions impulse,2075,AR5-IR,0.027729267,0.021361576
CO2 emissions impulse,2076,AR5-IR,0.027610036,0.021290116
CO2 emissions impulse,2077,AR5-IR,0.027493315,0.021220418
CO2 emissions impulse,2078,AR5-IR,0.027379036,0.02115245
CO2 emissions impulse,2079,AR5-IR,0.027267136,0.02108618
CO2 emissions impulse,2080,AR5-IR,0.027157552,0.021021574
CO2 emissions impulse,2081,AR5-IR,0.027050223,0.020958598
CO2 emissions impulse,2082,AR5-IR,0.026945091,0.020897219
CO2 emissions impulse,2083,AR5-IR,0.026842097,0.020837401
CO2 emissions impulse,2084,AR5-IR,0.026741186,0.02077911
CO2 emissions impulse,2085,AR5-IR,0.026642303,0.020722311
CO2 emissions impulse,2086,AR5-IR,0.026545395,0.020666971
CO2 emissions impulse,2087,AR5-IR,0.02645041,0.020613054
CO2 emissions impulse,2088,AR5-IR,0.026357299,0.020560527
CO2 emissions impulse,2089,AR5-IR,0.026266013,0.020509355
CO2 emissions impulse,2090,AR5-IR,0.026176503,0.020459507
CO2 emissions impulse,2091,AR5-IR,0.026088725,0.020410948
CO2 emissions impulse,2092,AR5-IR,0.026002632,0.020363647
CO2 emissions impulse,2093,AR5-IR,0.025918181,0.020317573
CO2 emissions impulse,2094,AR5-IR,0.025835329,0.020272692
CO2 emissions impulse,2095,AR5-IR,0.025754036,0.020228976
CO2 emissions impulse,2096,AR5-IR,0.02567426,0.020186394
CO2 emissions impulse,2097,AR5-IR,0.025595962,0.020144917
CO2 emissions impulse,2098,AR5-IR,0.025519104,0.020104515
CO2 emissions impulse,2099,AR5-IR,0.02544365,0.020065161
CO2 emissions impulse,2100,AR5-IR,0.025369562,0.020026826
CO2 emissions impulse,2101,AR5-IR,0.025296806,0.019989484
CO2 emissions impulse,2102,AR5-IR,0.025225347,0.019953109
CO2 emissions impulse,2103,AR5-IR,0.025155152,0.019917673
CO2 emissions impulse,2104,AR5-IR,0.025086188,0.019883154
CO2 emissions impulse,2105,AR5-IR,0.025018425,0.019849525
CO2 emissions impulse,2106,AR5-IR,0.024951831,0.019816762
CO2 emissions impulse,2107,AR5-IR,0.024886376,0.019784843
CO2 emissions impulse,2108,AR5-IR,0.024822032,0.019753745
CO2 emissions impulse,2109,AR5-IR,0.024758769,0.019723444
CO2 emissions impulse,2110,AR5-IR,0.024696561,0.01969392
CO2 emissions impulse,2111,AR5-IR,0.024635381,0.019665151
CO2 emissions impulse,2112,AR5-IR,0.024575202,0.019637117
CO2 emissions impulse,2113,AR5-IR,0.024515999,0.019609797
CO2 emissions impulse,2114,AR5-IR,0.024457748,0.019583172
CO2 emissions impulse,2115,AR5-IR,0.024400424,0.019557222
CO2 emissions impulse,2116,AR5-IR,0.024344004,0.01953193
CO2 emissions impulse,2117,AR5-IR,0.024288465,0.019507277
CO2 emissions impulse,2118,AR5-IR,0.024233785,0.019483245
CO2 emissions impulse,2119,AR5-IR,0.024179943,0.019459818
CO2 emissions impulse,2120,AR5-IR,0.024126917,0.019436978
CO2 emissions impulse,2121,AR5-IR,0.024074687,0.01941471
CO2 emissions impulse,2122,AR5-IR,0.024023233,0.019392996
CO2 emissions impulse,2123,AR5-IR,0.023972536,0.019371823
CO2 emissions impulse,2124,AR5-IR,0.023922578,0.019351175
CO2 emissions impulse,2125,AR5-IR,0.023873338,0.019331037
CO2 emissions impulse,2126,AR5-IR,0.023824801,0.019311395
CO2 emissions impulse,2127,AR5-IR,0.023776948,0.019292236
CO2 emissions impulse,2128,AR5-IR,0.023729763,0.019273545
CO2 emissions impulse,2129,AR5-IR,0.023683229,0.01925531
CO2 emissions impulse,2130,AR5-IR,0.023637329,0.019237518
CO2 emissions impulse,2131,AR5-IR,0.02359205,0.019220157
CO2 emissions impulse,2132,AR5-IR,0.023547375,0.019203213
CO2 emissions impulse,2133,AR5-IR,0.023503289,0.019186677
CO2 emissions impulse,2134,AR5-IR,0.023459779,0.019170536
CO2 emissions impulse,2135,AR5-IR,0.02341683,0.019154779
CO2 emissions impulse,2136,AR5-IR,0.023374429,0.019139395
CO2 emissions impulse,2137,AR5-IR,0.023332563,0.019124374
CO2 emissions impulse,2138,AR5-IR,0.023291217,0.019109705
CO2 emissions impulse,2139,AR5-IR,0.023250381,0.019095379
CO2 emissions impulse,2140,AR5-IR,0.023210042,0.019081385
CO2 emissions impulse,2141,AR5-IR,0.023170188,0.019067716
CO2 emissions impulse,2142,AR5-IR,0.023130807,0.01905436
CO2 emissions impulse,2143,AR5-IR,0.023091889,0.019041309
CO2 emissions impulse,2144,AR5-IR,0.023053421,0.019028555
CO2 emissions impulse,2145,AR5-IR,0.023015394,0.01901609
CO2 emissions impulse,2146,AR5-IR,0.022977798,0.019003904
CO2 emissions impulse,2147,AR5-IR,0.022940621,0.01899199
CO2 emissions impulse,2148,AR5-IR,0.022903855,0.01898034
CO2 emissions impulse,2149,AR5-IR,0.022867489,0.018968946
CO2 emissions impulse,2150,AR5-IR,0.022831514,0.018957802
CO2 emissions impulse,2151,AR5-IR,0.022795922,0.0189469
CO2 emissions impulse,2152,AR5-IR,0.022760703,0.018936233
CO2 emissions impulse,2153,AR5-IR,0.022725849,0.018925794
CO2 emissions impulse,2154,AR5-IR,0.022691352,0.018915577
CO2 emissions impulse,2155,AR5-IR,0.022657203,0.018905575
CO2 emissions impulse,2156,AR5-IR,0.022623394,0.018895783
CO2 emissions impulse,2157,AR5-IR,0.022589918,0.018886193
CO2 emissions impulse,2158,AR5-IR,0.022556767,0.0188768
CO2 emissions impulse,2159,AR5-IR,0.022523934,0.018867599
CO2 emissions impulse,2160,AR5-IR,0.022491412,0.018858583
CO2 emissions impulse,2161,AR5-IR,0.022459194,0.018849748
CO2 emissions impulse,2162,AR5-IR,0.022427272,0.018841088
CO2 emissions impulse,2163,AR5-IR,0.022395642,0.018832598
CO2 emissions impulse,2164,AR5-IR,0.022364295,0.018824272
CO2 emissions impulse,2165,AR5-IR,0.022333226,0.018816107
CO2 emissions impulse,2166,AR5-IR,0.022302429,0.018808097
CO2 emissions impulse,2167,AR5-IR,0.022271898,0.018800238
CO2 emissions impulse,2168,AR5-IR,0.022241627,0.018792525
CO2 emissions impulse,2169,AR5-IR,0.02221161,0.018784955
CO2 emissions impulse,2170,AR5-IR,0.022181843,0.018777522
CO2 emissions impulse,2171,AR5-IR,0.022152319,0.018770222
CO2 emissions impulse,2172,AR5-IR,0.022123034,0.018763052
CO2 emissions impulse,2173,AR5-IR,0.022093983,0.018756008
CO2 emissions impulse,2174,AR5-IR,0.022065161,0.018749086
CO2 emissions impulse,2175,AR5-IR,0.022036562,0.018742283
CO2 emissions impulse,2176,AR5-IR,0.022008183,0.018735594
CO2 emissions impulse,2177,AR5-IR,0.021980018,0.018729016
CO2 emissions impulse,2178,AR5-IR,0.021952064,0.018722546
CO2 emissions impulse,2179,AR5-IR,0.021924316,0.018716181
CO2 emissions impulse,2180,AR5-IR,0.02189677,0.018709917
CO2 emissions impulse,2181,AR5-IR,0.021869422,0.018703752
CO2 emissions impulse,2182,AR5-IR,0.021842268,0.018697682
CO2 emissions impulse,2183,AR5-IR,0.021815304,0.018691704
CO2 emissions impulse,2184,AR5-IR,0.021788526,0.018685816
CO2 emissions impulse,2185,AR5-IR,0.021761931,0.018680014
CO2 emissions impulse,2186,AR5-IR,0.021735514,0.018674297
